timestamp_iso,timestamp_unix,type,severity,metric_name,value,unit,deviation_std,is_anomaly,message,block_number,tx_hash,details
2026-01-27T09:42:11Z,1769506931,GAS_NORMAL,info,gas_per_second,2055.5,MGas/s,0.2,False,,,,
2026-01-27T09:42:11Z,1769506931,TPS_NORMAL,info,tps,21.09,K TPS,0.15,False,,,,
2026-01-27T09:42:11Z,1769506931,BLOCK_TIME_NORMAL,info,block_interval,9.204,ms,-1.08,False,,,,
2026-01-27T09:49:11Z,1769507351,GAS_NORMAL,info,gas_per_second,2055.71,MGas/s,0.21,False,,,,
2026-01-27T09:49:11Z,1769507351,TPS_NORMAL,info,tps,21.09,K TPS,0.16,False,,,,
2026-01-27T09:49:11Z,1769507351,BLOCK_TIME_NORMAL,info,block_interval,9.206,ms,-1.06,False,,,,
2026-01-27T09:56:11Z,1769507771,GAS_NORMAL,info,gas_per_second,2055.14,MGas/s,0.19,False,,,,
2026-01-27T09:56:11Z,1769507771,TPS_NORMAL,info,tps,21.08,K TPS,0.15,False,,,,
2026-01-27T09:56:11Z,1769507771,BLOCK_TIME_NORMAL,info,block_interval,9.223,ms,-0.9,False,,,,
2026-01-27T10:03:11Z,1769508191,GAS_NORMAL,info,gas_per_second,2054.46,MGas/s,0.17,False,,,,
2026-01-27T10:03:11Z,1769508191,TPS_NORMAL,info,tps,21.08,K TPS,0.15,False,,,,
2026-01-27T10:03:11Z,1769508191,BLOCK_TIME_NORMAL,info,block_interval,9.202,ms,-1.1,False,,,,
2026-01-27T10:10:11Z,1769508611,GAS_NORMAL,info,gas_per_second,2055.13,MGas/s,0.19,False,,,,
2026-01-27T10:10:11Z,1769508611,TPS_NORMAL,info,tps,21.09,K TPS,0.15,False,,,,
2026-01-27T10:10:11Z,1769508611,BLOCK_TIME_NORMAL,info,block_interval,9.205,ms,-1.07,False,,,,
2026-01-27T10:17:11Z,1769509031,GAS_NORMAL,info,gas_per_second,2056.76,MGas/s,0.24,False,,,,
2026-01-27T10:17:11Z,1769509031,TPS_NORMAL,info,tps,21.1,K TPS,0.18,False,,,,
2026-01-27T10:17:11Z,1769509031,BLOCK_TIME_NORMAL,info,block_interval,9.216,ms,-0.97,False,,,,
2026-01-27T10:24:11Z,1769509451,GAS_NORMAL,info,gas_per_second,2055.51,MGas/s,0.2,False,,,,
2026-01-27T10:24:11Z,1769509451,TPS_NORMAL,info,tps,21.09,K TPS,0.16,False,,,,
2026-01-27T10:24:11Z,1769509451,BLOCK_TIME_NORMAL,info,block_interval,9.205,ms,-1.07,False,,,,
2026-01-27T10:31:11Z,1769509871,GAS_NORMAL,info,gas_per_second,2056.12,MGas/s,0.22,False,,,,
2026-01-27T10:31:11Z,1769509871,TPS_NORMAL,info,tps,21.09,K TPS,0.16,False,,,,
2026-01-27T10:31:11Z,1769509871,BLOCK_TIME_NORMAL,info,block_interval,9.215,ms,-0.97,False,,,,
2026-01-27T10:38:11Z,1769510291,GAS_NORMAL,info,gas_per_second,2056.68,MGas/s,0.23,False,,,,
2026-01-27T10:38:11Z,1769510291,TPS_NORMAL,info,tps,21.1,K TPS,0.18,False,,,,
2026-01-27T10:38:11Z,1769510291,BLOCK_TIME_NORMAL,info,block_interval,9.201,ms,-1.11,False,,,,
2026-01-27T10:45:11Z,1769510711,GAS_NORMAL,info,gas_per_second,2057.35,MGas/s,0.25,False,,,,
2026-01-27T10:45:11Z,1769510711,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T10:45:11Z,1769510711,BLOCK_TIME_NORMAL,info,block_interval,9.223,ms,-0.9,False,,,,
2026-01-27T10:52:11Z,1769511131,GAS_NORMAL,info,gas_per_second,2056.57,MGas/s,0.23,False,,,,
2026-01-27T10:52:11Z,1769511131,TPS_NORMAL,info,tps,21.1,K TPS,0.18,False,,,,
2026-01-27T10:52:11Z,1769511131,BLOCK_TIME_NORMAL,info,block_interval,9.219,ms,-0.94,False,,,,
2026-01-27T10:59:11Z,1769511551,GAS_NORMAL,info,gas_per_second,2056.22,MGas/s,0.22,False,,,,
2026-01-27T10:59:11Z,1769511551,TPS_NORMAL,info,tps,21.1,K TPS,0.17,False,,,,
2026-01-27T10:59:11Z,1769511551,BLOCK_TIME_NORMAL,info,block_interval,9.213,ms,-0.99,False,,,,
2026-01-27T11:06:11Z,1769511971,GAS_NORMAL,info,gas_per_second,2057.09,MGas/s,0.25,False,,,,
2026-01-27T11:06:11Z,1769511971,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T11:06:11Z,1769511971,BLOCK_TIME_NORMAL,info,block_interval,9.23,ms,-0.84,False,,,,
2026-01-27T11:13:11Z,1769512391,GAS_NORMAL,info,gas_per_second,2057.31,MGas/s,0.25,False,,,,
2026-01-27T11:13:11Z,1769512391,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T11:13:11Z,1769512391,BLOCK_TIME_NORMAL,info,block_interval,9.221,ms,-0.92,False,,,,
2026-01-27T11:20:11Z,1769512811,GAS_NORMAL,info,gas_per_second,2057.53,MGas/s,0.26,False,,,,
2026-01-27T11:20:11Z,1769512811,TPS_NORMAL,info,tps,21.11,K TPS,0.2,False,,,,
2026-01-27T11:20:11Z,1769512811,BLOCK_TIME_NORMAL,info,block_interval,9.216,ms,-0.96,False,,,,
2026-01-27T11:27:11Z,1769513231,GAS_NORMAL,info,gas_per_second,2056.11,MGas/s,0.22,False,,,,
2026-01-27T11:27:11Z,1769513231,TPS_NORMAL,info,tps,21.1,K TPS,0.17,False,,,,
2026-01-27T11:27:11Z,1769513231,BLOCK_TIME_NORMAL,info,block_interval,9.211,ms,-1.01,False,,,,
2026-01-27T11:34:11Z,1769513651,GAS_NORMAL,info,gas_per_second,2057.06,MGas/s,0.24,False,,,,
2026-01-27T11:34:11Z,1769513651,TPS_NORMAL,info,tps,21.1,K TPS,0.18,False,,,,
2026-01-27T11:34:11Z,1769513651,BLOCK_TIME_NORMAL,info,block_interval,9.215,ms,-0.98,False,,,,
2026-01-27T11:41:11Z,1769514071,GAS_NORMAL,info,gas_per_second,2057.31,MGas/s,0.25,False,,,,
2026-01-27T11:41:11Z,1769514071,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T11:41:11Z,1769514071,BLOCK_TIME_NORMAL,info,block_interval,9.213,ms,-1.0,False,,,,
2026-01-27T11:48:11Z,1769514491,GAS_NORMAL,info,gas_per_second,2057.26,MGas/s,0.25,False,,,,
2026-01-27T11:48:11Z,1769514491,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T11:48:11Z,1769514491,BLOCK_TIME_NORMAL,info,block_interval,9.209,ms,-1.03,False,,,,
2026-01-27T11:55:11Z,1769514911,GAS_NORMAL,info,gas_per_second,2057.37,MGas/s,0.25,False,,,,
2026-01-27T11:55:11Z,1769514911,TPS_NORMAL,info,tps,21.11,K TPS,0.19,False,,,,
2026-01-27T11:55:11Z,1769514911,BLOCK_TIME_NORMAL,info,block_interval,9.21,ms,-1.02,False,,,,
2026-01-27T12:02:11Z,1769515331,GAS_NORMAL,info,gas_per_second,2057.93,MGas/s,0.27,False,,,,
2026-01-27T12:02:11Z,1769515331,TPS_NORMAL,info,tps,21.11,K TPS,0.2,False,,,,
2026-01-27T12:02:11Z,1769515331,BLOCK_TIME_NORMAL,info,block_interval,9.209,ms,-1.03,False,,,,
2026-01-27T12:09:11Z,1769515751,GAS_NORMAL,info,gas_per_second,2057.64,MGas/s,0.26,False,,,,
2026-01-27T12:09:11Z,1769515751,TPS_NORMAL,info,tps,21.11,K TPS,0.18,False,,,,
2026-01-27T12:09:11Z,1769515751,BLOCK_TIME_NORMAL,info,block_interval,9.219,ms,-0.94,False,,,,
2026-01-27T12:16:11Z,1769516171,GAS_NORMAL,info,gas_per_second,2060.19,MGas/s,0.33,False,,,,
2026-01-27T12:16:11Z,1769516171,TPS_NORMAL,info,tps,21.13,K TPS,0.23,False,,,,
2026-01-27T12:16:11Z,1769516171,BLOCK_TIME_NORMAL,info,block_interval,9.221,ms,-0.92,False,,,,
2026-01-27T12:23:11Z,1769516591,GAS_NORMAL,info,gas_per_second,2061.15,MGas/s,0.36,False,,,,
2026-01-27T12:23:11Z,1769516591,TPS_NORMAL,info,tps,21.15,K TPS,0.25,False,,,,
2026-01-27T12:23:11Z,1769516591,BLOCK_TIME_NORMAL,info,block_interval,9.225,ms,-0.88,False,,,,
2026-01-27T12:30:11Z,1769517011,GAS_NORMAL,info,gas_per_second,2059.99,MGas/s,0.32,False,,,,
2026-01-27T12:30:11Z,1769517011,TPS_NORMAL,info,tps,21.14,K TPS,0.24,False,,,,
2026-01-27T12:30:11Z,1769517011,BLOCK_TIME_NORMAL,info,block_interval,9.231,ms,-0.83,False,,,,
2026-01-27T12:37:11Z,1769517431,GAS_NORMAL,info,gas_per_second,2059.2,MGas/s,0.3,False,,,,
2026-01-27T12:37:11Z,1769517431,TPS_NORMAL,info,tps,21.13,K TPS,0.22,False,,,,
